stage_event_id,application_id,stage_name,entered_at,exited_at,stage_outcome,dropoff_flag,dropoff_reason
EVT-000034,APP-0010,screening,06/15T10:00:00/2026,2026-06-19T10:00:00,Passed,False,
EVT-000035,APP-0010,Recruiter Screen,06/20T03:00:00/2026,2026-06-23T03:00:00,Passed,False,
EVT-000036,APP-0010,Hiring Manager Review,2026-06-24T22:00:00,,Passed,False,
EVT-000037,APP-0010,Technical Interview,2026-07-02T19:00:00,,Passed,False,
EVT-000038,APP-0011,Applied,07/18T00:00:00/2026,2026-07-22T00:00:00,Passed,False,
EVT-000039,APP-0011,Screening,2026-07-23T06:00:00,2026-07-27T06:00:00,Passed,False,
EVT-000040,APP-0011,Recruiter Screen,2026-07-27T11:00:00,2026-07-29T11:00:00,Passed,False,
EVT-000041,APP-0011,Hiring Manager Review,2026-07-30T17:00:00,2026-08-05T17:00:00,Passed,False,
EVT-000042,APP-0011,Tech Interview,2026-08-07T06:00:00,2026-08-08T06:00:00,Withdrew,True,Salary
EVT-000043,APP-0012,Applied,06/08T00:00:00/2026,2026-06-12T00:00:00,Passed,False,
EVT-000044,APP-0012,Screening,06/12T05:00:00/2026,2026-06-15T05:00:00,Passed,False,
EVT-000045,APP-0012,Recruiter Screen,2026-06-16T05:00:00,2026-06-20T05:00:00,Passed,False,
EVT-000046,APP-0013,Applied,06/13T00:00:00/2026,2026-06-19T00:00:00,Passed,False,
EVT-000047,APP-0013,Screening,2026-06-20T18:00:00,2026-06-26T18:00:00,Passed,False,
EVT-000048,APP-0013,Recruiter Screen,06/26T19:00:00/2026,2026-07-03T19:00:00,Passed,False,
EVT-000049,APP-0013,Hiring Manager Review,07/05T07:00:00/2026,2026-07-09T07:00:00,Passed,False,
EVT-000050,APP-0013,Technical Interview,2026-07-11T02:00:00,2026-07-13T02:00:00,Passed,False,
EVT-000051,APP-0014, Applied ,07/22T00:00:00/2026,2026-07-24T00:00:00,Passed,False,
EVT-000052,APP-0014,Screening,2026-07-26T00:00:00,2026-07-29T00:00:00,Passed,False,
EVT-000053,APP-0015,Applied,2026-05-26T00:00:00,2026-06-02T00:00:00,Passed,False,
EVT-000054,APP-0015,Screening,06/02T22:00:00/2026,2026-06-05T22:00:00,Passed,False,
EVT-000055,APP-0015,Recruiter Screen,2026-06-07T18:00:00,,Passed,False,
EVT-000056,APP-0015,Hiring Manager Review,2026-06-15T11:00:00,2026-06-21T11:00:00,Passed,False,
EVT-000057,APP-0015,Technical Interview,2026-06-22T19:00:00,06/23T19:00:00/2026,Passed,False,
EVT-000058,APP-0016,Applied,06/03T00:00:00/2026,2026-06-07T00:00:00,Passed,False,
EVT-000059,APP-0016,Screening,2026-06-07T03:00:00,2026-06-09T03:00:00,Passed,False,
EVT-000060,APP-0016,Recruiter Screen,2026-06-10T01:00:00,2026-06-13T01:00:00,Passed,False,
EVT-000061,APP-0016,Hiring Manager Review,2026-06-14T18:00:00,2026-06-18T18:00:00,Passed,False,
EVT-000062,APP-0016,Technical Interview,06/19T05:00:00/2026,2026-06-22T05:00:00,Failed,True,No Response
EVT-000063,APP-0017,Applied,06/11T00:00:00/2026,2026-06-13T00:00:00,Passed,False,
EVT-000064,APP-0018,Applied,06/04T00:00:00/2026,2026-06-09T00:00:00,Passed,False,
EVT-000065,APP-0019,Applied,07/11T00:00:00/2026,2026-07-13T00:00:00,Passed,False,
EVT-000066,APP-0019,Screening,2026-07-13T20:00:00,2026-07-17T20:00:00,Passed,False,
EVT-000067,APP-0019,Recruiter Screen,2026-07-17T23:00:00,2026-07-21T23:00:00,Passed,False,
EVT-000068,APP-0019,Hiring Manager Review,2026-07-22T13:00:00,,Failed,True,Tech Mismatch
EVT-000069,APP-0020,Applied,2026-05-26T00:00:00,2026-05-31T00:00:00,Passed,False,
EVT-000070,APP-0020,Screening,2026-06-01T16:00:00,2026-06-08T16:00:00,Passed,False,
EVT-000071,APP-0020,Recruiter Screen,2026-06-09T02:00:00,2026-06-12T02:00:00,Passed,False,
EVT-000072,APP-0020,Hiring Manager Review,2026-06-12T13:00:00,2026-06-15T13:00:00,Passed,False,
EVT-000073,APP-0020,Technical Interview,06/16T16:00:00/2026,,Passed,False,
EVT-000074,APP-0020,Final Interview,2026-06-19T04:00:00,2026-06-21T04:00:00,Failed,True,No Response
EVT-000075,APP-0021,Applied,2026-06-03T00:00:00,2026-06-06T00:00:00,Passed,False,
EVT-000076,APP-0021,Screening,06/06T18:00:00/2026,2026-06-09T18:00:00,Passed,False,
EVT-000077,APP-0021,Recruiter Screen,2026-06-11T15:00:00,2026-06-13T15:00:00,Passed,False,
EVT-000078,APP-0021,Hiring Manager Review,2026-06-14T16:00:00,06/16T16:00:00/2026,Passed,False,
EVT-000079,APP-0021,Technical Interview,2026-06-17T23:00:00,2026-06-20T23:00:00,Passed,False,
EVT-000080,APP-0021,final interview,2026-06-21T12:00:00,2026-06-23T12:00:00,Failed,True,Withdrew
EVT-000081,APP-0022,Applied,05/19T00:00:00/2026,2026-05-22T00:00:00,Passed,False,
EVT-000082,APP-0022,screening,2026-05-22T15:00:00,2026-05-24T15:00:00,Passed,False,
EVT-000083,APP-0022,Recruiter Screen,2026-05-26T10:00:00,05/29T10:00:00/2026,Passed,False,
EVT-000084,APP-0022,Hiring Manager Review,2026-05-30T12:00:00,2026-06-03T12:00:00,Passed,False,
EVT-000085,APP-0022, Technical Interview ,06/04T06:00:00/2026,06/06T06:00:00/2026,Passed,False,
EVT-000086,APP-0022,Final Interview,06/07T00:00:00/2026,,Passed,False,
EVT-000087,APP-0023,Applied,2026-06-27T00:00:00,2026-07-03T00:00:00,Passed,False,
EVT-000088,APP-0023,Screening,07/03T22:00:00/2026,2026-07-05T22:00:00,Passed,False,
EVT-000089,APP-0023,Recruiter Screen,2026-07-06T06:00:00,2026-07-10T06:00:00,Passed,False,
EVT-000090,APP-0023,Hiring Manager Review,07/10T18:00:00/2026,2026-07-16T18:00:00,Passed,False,
EVT-000091,APP-0023,Tech Interview,2026-07-17T11:00:00,,Passed,False,
EVT-000092,APP-0024, Applied ,07/01T00:00:00/2026,2026-07-05T00:00:00,Passed,False,
EVT-000093,APP-0024,Screening,2026-07-06T04:00:00,2026-07-12T04:00:00,Passed,False,
EVT-000094,APP-0024,Recruiter Screen,07/13T13:00:00/2026,2026-07-15T13:00:00,Passed,False,
EVT-000095,APP-0024,Hiring Manager Review,07/16T14:00:00/2026,2026-07-17T14:00:00,Withdrew,True,Withdrew
EVT-000096,APP-0025, Applied ,2026-07-24T00:00:00,,Passed,False,
EVT-000097,APP-0025,Screening,2026-07-27T10:00:00,2026-08-02T10:00:00,Passed,False,
EVT-000098,APP-0025,Recruiter Screen,2026-08-04T06:00:00,2026-08-11T06:00:00,Passed,False,
EVT-000099,APP-0025,Hiring Manager Review,08/13T06:00:00/2026,2026-08-20T06:00:00,Passed,False,
EVT-000100,APP-0025, Technical Interview ,2026-08-22T01:00:00,2026-08-26T01:00:00,Passed,False,
EVT-000101,APP-0026,Applied,2026-07-15T00:00:00,07/19T00:00:00/2026,Passed,False,
EVT-000102,APP-0026,Screening,2026-07-20T16:00:00,2026-07-24T16:00:00,Passed,False,
EVT-000103,APP-0026,recruiter screen,2026-07-26T11:00:00,2026-07-28T11:00:00,Passed,False,
EVT-000104,APP-0026,Hiring Manager Review,2026-07-30T10:00:00,08/03T10:00:00/2026,Passed,False,
EVT-000105,APP-0026,Technical Interview,2026-08-04T19:00:00,2026-08-08T19:00:00,Passed,False,
EVT-000106,APP-0026,Final Interview,2026-08-10T14:00:00,2026-08-15T14:00:00,Passed,False,
EVT-000107,APP-0026,Offer,08/16T11:00:00/2026,2026-08-21T11:00:00,Passed,False,
EVT-000108,APP-0026,Offer Accepted,2026-08-23T08:00:00,08/25T08:00:00/2026,Passed,False,
EVT-000109,APP-0027,Applied,2026-07-03T00:00:00,2026-07-08T00:00:00,Passed,False,
EVT-000110,APP-0027,Screening,07/09T20:00:00/2026,2026-07-16T20:00:00,Passed,False,
EVT-000111,APP-0027, Recruiter Screen ,2026-07-17T08:00:00,2026-07-23T08:00:00,Passed,False,
EVT-000112,APP-0027,Hiring Manager Review,2026-07-24T21:00:00,07/29T21:00:00/2026,Passed,False,
EVT-000113,APP-0028,applied,2026-06-16T00:00:00,2026-06-19T00:00:00,Passed,False,
EVT-000114,APP-0028,Screening,2026-06-20T04:00:00,2026-06-26T04:00:00,Passed,False,
EVT-000115,APP-0028, Recruiter Screen ,06/27T19:00:00/2026,2026-06-29T19:00:00,Failed,True,No Response
EVT-000116,APP-0029,Applied,2026-05-22T00:00:00,2026-05-28T00:00:00,Passed,False,
EVT-000117,APP-0029, Screening ,2026-05-29T07:00:00,2026-06-05T07:00:00,Passed,False,
EVT-000118,APP-0029,Recruiter Screen,2026-06-05T18:00:00,,Passed,False,
EVT-000119,APP-0029,Hiring Manager Review,2026-06-13T00:00:00,2026-06-17T00:00:00,Passed,False,
EVT-000120,APP-0029,Technical Interview,06/18T09:00:00/2026,2026-06-21T09:00:00,Failed,True,Withdrew
EVT-000121,APP-0030,applied,06/10T00:00:00/2026,2026-06-13T00:00:00,Passed,False,
EVT-000122,APP-0030,Screening,06/14T20:00:00/2026,2026-06-18T20:00:00,Passed,False,
EVT-000123,APP-0030,Recruiter Screen,2026-06-19T11:00:00,2026-06-22T11:00:00,Passed,False,
EVT-000124,APP-0030,Hiring Manager Review,2026-06-22T21:00:00,2026-06-24T21:00:00,Passed,False,
EVT-000125,APP-0030,Technical Interview,2026-06-25T00:00:00,2026-06-28T00:00:00,Passed,False,
EVT-000126,APP-0030,Final Interview,06/29T07:00:00/2026,2026-06-30T07:00:00,Failed,True,No Response
EVT-000127,APP-0031,Applied,2026-06-15T00:00:00,2026-06-21T00:00:00,Passed,False,
EVT-000128,APP-0031,Screening,06/21T13:00:00/2026,2026-06-28T13:00:00,Passed,False,
EVT-000129,APP-0031,Recruiter Screen,2026-06-30T10:00:00,07/05T10:00:00/2026,Passed,False,
EVT-000130,APP-0031,hiring manager review,2026-07-06T18:00:00,2026-07-11T18:00:00,Passed,False,
EVT-000131,APP-0031,Technical Interview,07/12T10:00:00/2026,2026-07-15T10:00:00,Passed,False,
EVT-000132,APP-0031,Final Interview,07/17T04:00:00/2026,2026-07-24T04:00:00,Passed,False,
EVT-000133,APP-0031,Offer,2026-07-24T05:00:00,,Withdrew,True,No Response
EVT-000134,APP-0032,Applied,2026-07-26T00:00:00,2026-08-02T00:00:00,Passed,False,
EVT-000135,APP-0032,Screening,08/03T10:00:00/2026,2026-08-08T10:00:00,Passed,False,
EVT-000136,APP-0033,Applied,2026-06-15T00:00:00,2026-06-17T00:00:00,Passed,False,
EVT-000137,APP-0033, Screening ,2026-06-18T06:00:00,2026-06-21T06:00:00,Passed,False,
EVT-000138,APP-0033,Recruiter Screen,2026-06-22T12:00:00,2026-06-29T12:00:00,Passed,False,
EVT-000139,APP-0033,Hiring Manager Review,2026-06-30T22:00:00,2026-07-06T22:00:00,Passed,False,
EVT-000140,APP-0033,Technical Interview,2026-07-08T13:00:00,2026-07-12T13:00:00,Passed,False,
EVT-000141,APP-0033,Final Interview,2026-07-13T18:00:00,2026-07-19T18:00:00,Passed,False,
EVT-000142,APP-0033,Offer,2026-07-21T17:00:00,2026-07-23T17:00:00,Withdrew,True,No Response
EVT-000143,APP-0034,applied,07/26T00:00:00/2026,2026-07-31T00:00:00,Passed,False,
EVT-000144,APP-0034,Screening,08/01T05:00:00/2026,2026-08-05T05:00:00,Passed,False,
EVT-000145,APP-0034,recruiter screen,2026-08-05T21:00:00,2026-08-12T21:00:00,Passed,False,
EVT-000146,APP-0034,Hiring Manager Review,2026-08-13T15:00:00,08/19T15:00:00/2026,Passed,False,
EVT-000147,APP-0034,Technical Interview,08/20T23:00:00/2026,2026-08-22T23:00:00,Failed,True,No Response
EVT-000148,APP-0035,Applied,08/10T00:00:00/2026,2026-08-13T00:00:00,Passed,False,
EVT-000149,APP-0035,Screening,2026-08-13T18:00:00,2026-08-17T18:00:00,Passed,False,
EVT-000150,APP-0035,Recruiter Screen,08/18T15:00:00/2026,2026-08-24T15:00:00,Passed,False,
EVT-000151,APP-0035,Hiring Manager Review,2026-08-24T21:00:00,2026-08-27T21:00:00,Passed,False,
EVT-000152,APP-0035,Technical Interview,2026-08-28T07:00:00,2026-08-30T07:00:00,Passed,False,
EVT-000153,APP-0036,applied,07/02T00:00:00/2026,2026-07-07T00:00:00,Passed,False,
EVT-000154,APP-0036,Screening,2026-07-08T03:00:00,2026-07-12T03:00:00,Passed,False,
EVT-000155,APP-0036,Recruiter Screen,07/13T14:00:00/2026,2026-07-14T14:00:00,Passed,False,
EVT-000156,APP-0037,Applied,05/25T00:00:00/2026,2026-05-30T00:00:00,Passed,False,
EVT-000157,APP-0037,Screening,2026-05-31T14:00:00,2026-06-07T14:00:00,Passed,False,
EVT-000158,APP-0037,Recruiter Screen,2026-06-07T16:00:00,2026-06-13T16:00:00,Passed,False,
EVT-000159,APP-0037,Hiring Manager Review,06/14T17:00:00/2026,2026-06-19T17:00:00,Passed,False,
EVT-000160,APP-0037,Tech Interview,2026-06-19T18:00:00,06/23T18:00:00/2026,Passed,False,
EVT-000161,APP-0037,Final Interview,2026-06-24T14:00:00,2026-06-26T14:00:00,Failed,True,Salary
EVT-000162,APP-0038,Applied,2026-07-24T00:00:00,2026-07-29T00:00:00,Passed,False,
EVT-000163,APP-0038,Screening,2026-07-30T08:00:00,2026-08-01T08:00:00,Passed,False,
EVT-000164,APP-0038,Recruiter Screen,2026-08-02T09:00:00,2026-08-06T09:00:00,Passed,False,
EVT-000165,APP-0039,Applied,06/10T00:00:00/2026,06/15T00:00:00/2026,Passed,False,
EVT-000166,APP-0039, Screening ,06/15T09:00:00/2026,2026-06-18T09:00:00,Withdrew,True,Tech Mismatch
EVT-000167,APP-0040,Applied,06/13T00:00:00/2026,2026-06-20T00:00:00,Passed,False,
EVT-000168,APP-0040, Screening ,2026-06-20T02:00:00,2026-06-22T02:00:00,Passed,False,
EVT-000169,APP-0040,Recruiter Screen,2026-06-23T20:00:00,2026-06-28T20:00:00,Passed,False,
EVT-000170,APP-0040,Hiring Manager Review,06/29T05:00:00/2026,2026-07-04T05:00:00,Passed,False,
EVT-000171,APP-0040,Technical Interview,2026-07-04T17:00:00,2026-07-08T17:00:00,Passed,False,
EVT-000172,APP-0041,Applied,2026-08-03T00:00:00,2026-08-07T00:00:00,Passed,False,
EVT-000173,APP-0041,Screening,08/07T22:00:00/2026,2026-08-12T22:00:00,Passed,False,
EVT-000174,APP-0041,Recruiter Screen,2026-08-13T16:00:00,2026-08-15T16:00:00,Failed,True,Withdrew
EVT-000175,APP-0042,Applied,2026-08-03T00:00:00,2026-08-10T00:00:00,Passed,False,
EVT-000176,APP-0042,Screening,2026-08-11T11:00:00,08/13T11:00:00/2026,Passed,False,
EVT-000177,APP-0042,Recruiter Screen,08/14T10:00:00/2026,2026-08-17T10:00:00,Passed,False,
EVT-000178,APP-0042, Hiring Manager Review ,2026-08-19T04:00:00,2026-08-20T04:00:00,Passed,False,
EVT-000179,APP-0043,Applied,07/18T00:00:00/2026,2026-07-21T00:00:00,Passed,False,
EVT-000180,APP-0043,screening,2026-07-21T02:00:00,2026-07-27T02:00:00,Passed,False,
EVT-000181,APP-0043,Recruiter Screen,2026-07-27T12:00:00,2026-07-30T12:00:00,Passed,False,
EVT-000182,APP-0043,Hiring Manager Review,2026-07-30T21:00:00,2026-08-04T21:00:00,Passed,False,
EVT-000183,APP-0043,Tech Interview,2026-08-06T16:00:00,2026-08-08T16:00:00,Passed,False,
EVT-000184,APP-0043,Final Interview,2026-08-10T05:00:00,,Passed,False,
EVT-000185,APP-0043,offer,2026-08-14T11:00:00,2026-08-21T11:00:00,Passed,False,
EVT-000186,APP-0043,Offer Accepted,08/22T04:00:00/2026,2026-08-24T04:00:00,Passed,False,
EVT-000187,APP-0044,Applied,2026-07-15T00:00:00,,Passed,False,
EVT-000188,APP-0044,Screening,2026-07-23T22:00:00,2026-07-25T22:00:00,Passed,False,
EVT-000189,APP-0044,Recruiter Screen,2026-07-26T09:00:00,2026-07-30T09:00:00,Passed,False,
EVT-000190,APP-0044,Hiring Manager Review,2026-07-30T16:00:00,2026-08-05T16:00:00,Passed,False,
EVT-000191,APP-0044,Technical Interview,2026-08-05T18:00:00,,Withdrew,True,No Response
EVT-000192,APP-0045,Applied,2026-07-22T00:00:00,2026-07-25T00:00:00,Passed,False,
EVT-000193,APP-0045,screening,2026-07-25T05:00:00,07/31T05:00:00/2026,Passed,False,
EVT-000194,APP-0045, Recruiter Screen ,2026-08-02T02:00:00,08/09T02:00:00/2026,Passed,False,
EVT-000195,APP-0045,Hiring Manager Review,2026-08-09T18:00:00,,Passed,False,
EVT-000196,APP-0045,Technical Interview,2026-08-13T15:00:00,2026-08-17T15:00:00,Passed,False,
EVT-000197,APP-0045,HR Round,2026-08-19T11:00:00,08/25T11:00:00/2026,Passed,False,
EVT-000198,APP-0045,Offer,2026-08-25T19:00:00,2026-08-31T19:00:00,Passed,False,
EVT-000199,APP-0045,Offer Accepted,2026-08-31T22:00:00,2026-09-04T22:00:00,Passed,False,
EVT-000200,APP-0046,Applied,2026-08-05T00:00:00,2026-08-11T00:00:00,Passed,False,
EVT-000201,APP-0046, Screening ,2026-08-12T18:00:00,2026-08-16T18:00:00,Passed,False,
EVT-000202,APP-0046,Recruiter Screen,2026-08-16T19:00:00,2026-08-21T19:00:00,Passed,False,
EVT-000203,APP-0046, Hiring Manager Review ,08/23T03:00:00/2026,2026-08-26T03:00:00,Passed,False,
EVT-000204,APP-0047,Applied,2026-06-07T00:00:00,2026-06-12T00:00:00,Passed,False,
EVT-000205,APP-0047,screening,2026-06-13T22:00:00,,Passed,False,
EVT-000206,APP-0047,Recruiter Screen,2026-06-18T02:00:00,06/21T02:00:00/2026,Passed,False,
EVT-000207,APP-0047,Hiring Manager Review,2026-06-23T01:00:00,06/29T01:00:00/2026,Passed,False,
EVT-000208,APP-0047, Technical Interview ,2026-06-30T19:00:00,2026-07-04T19:00:00,Passed,False,
EVT-000209,APP-0047,Final Interview,07/06T11:00:00/2026,2026-07-12T11:00:00,Passed,False,
EVT-000210,APP-0047,Offer,2026-07-13T18:00:00,2026-07-18T18:00:00,Passed,False,
EVT-000211,APP-0048,Applied,2026-06-29T00:00:00,07/02T00:00:00/2026,Passed,False,
EVT-000212,APP-0048,Screening,07/02T06:00:00/2026,07/06T06:00:00/2026,Passed,False,
EVT-000213,APP-0048,Recruiter Screen,2026-07-07T11:00:00,2026-07-11T11:00:00,Passed,False,
EVT-000214,APP-0049,Applied,2026-05-30T00:00:00,06/04T00:00:00/2026,Passed,False,
EVT-000215,APP-0049,screening,2026-06-04T22:00:00,2026-06-06T22:00:00,Passed,False,
EVT-000216,APP-0049,Recruiter Screen,06/08T06:00:00/2026,06/12T06:00:00/2026,Passed,False,
EVT-000217,APP-0049,Hiring Manager Review,2026-06-12T18:00:00,2026-06-17T18:00:00,Passed,False,
EVT-000218,APP-0049,Technical Interview,2026-06-18T08:00:00,2026-06-21T08:00:00,Passed,False,
EVT-000219,APP-0050,Applied,2026-07-10T00:00:00,2026-07-16T00:00:00,Passed,False,
EVT-000220,APP-0050,Screening,07/17T21:00:00/2026,2026-07-21T21:00:00,Passed,False,
EVT-000221,APP-0050,Recruiter Screen,2026-07-23T09:00:00,,Passed,False,
EVT-000222,APP-0051,Applied,2026-06-09T00:00:00,2026-06-14T00:00:00,Passed,False,
EVT-000223,APP-0051,Screening,2026-06-15T08:00:00,2026-06-21T08:00:00,Passed,False,
EVT-000224,APP-0051, Recruiter Screen ,2026-06-22T00:00:00,2026-06-25T00:00:00,Failed,True,No Response
EVT-000225,APP-0052,applied,07/20T00:00:00/2026,2026-07-22T00:00:00,Passed,False,
EVT-000226,APP-0052,Screening,2026-07-22T19:00:00,2026-07-25T19:00:00,Passed,False,
EVT-000227,APP-0052,Recruiter Screen,2026-07-26T21:00:00,2026-08-02T21:00:00,Passed,False,
EVT-000228,APP-0052, Hiring Manager Review ,2026-08-03T13:00:00,2026-08-07T13:00:00,Passed,False,
EVT-000229,APP-0052,Technical Interview,2026-08-09T08:00:00,2026-08-15T08:00:00,Passed,False,
EVT-000230,APP-0052,Final Interview,08/16T08:00:00/2026,08/21T08:00:00/2026,Passed,False,
EVT-000231,APP-0053,Applied,2026-06-02T00:00:00,2026-06-09T00:00:00,Passed,False,
EVT-000232,APP-0053,Screening,2026-06-10T12:00:00,2026-06-14T12:00:00,Passed,False,
EVT-000233,APP-0053,recruiter screen,2026-06-15T11:00:00,06/22T11:00:00/2026,Passed,False,
EVT-000234,APP-0053,Hiring Manager Review,2026-06-23T17:00:00,2026-06-26T17:00:00,Passed,False,
EVT-000235,APP-0054,Applied,08/15T00:00:00/2026,2026-08-18T00:00:00,Passed,False,
EVT-000236,APP-0054,screening,2026-08-18T21:00:00,2026-08-23T21:00:00,Passed,False,
EVT-000237,APP-0055,Applied,2026-06-13T00:00:00,2026-06-16T00:00:00,Passed,False,
EVT-000238,APP-0055,Screening,06/18T00:00:00/2026,2026-06-23T00:00:00,Passed,False,
EVT-000239,APP-0056,applied,2026-08-07T00:00:00,2026-08-09T00:00:00,Passed,False,
EVT-000240,APP-0056,Screening,2026-08-09T13:00:00,,Passed,False,
EVT-000241,APP-0056,Recruiter Screen,2026-08-14T04:00:00,2026-08-18T04:00:00,Passed,False,
EVT-000242,APP-0056,Hiring Manager Review,2026-08-18T16:00:00,2026-08-22T16:00:00,Passed,False,
EVT-000243,APP-0056,Technical Interview,2026-08-22T17:00:00,2026-08-23T17:00:00,Failed,True,Withdrew
EVT-000244,APP-0057,applied,06/01T00:00:00/2026,06/07T00:00:00/2026,Passed,False,
EVT-000245,APP-0057, Screening ,2026-06-07T19:00:00,2026-06-14T19:00:00,Passed,False,
EVT-000246,APP-0057,Recruiter Screen,06/15T04:00:00/2026,2026-06-22T04:00:00,Passed,False,
EVT-000247,APP-0057,Hiring Manager Review,2026-06-23T12:00:00,2026-06-25T12:00:00,Passed,False,
EVT-000248,APP-0057,technical interview,2026-06-25T13:00:00,07/01T13:00:00/2026,Passed,False,
EVT-000249,APP-0057,Final Interview,07/02T08:00:00/2026,07/07T08:00:00/2026,Passed,False,
EVT-000250,APP-0057,Offer,2026-07-08T15:00:00,2026-07-13T15:00:00,Passed,False,
EVT-000251,APP-0057,Offer Accepted,2026-07-14T13:00:00,2026-07-15T13:00:00,Passed,False,
EVT-000252,APP-0058,Applied,2026-05-25T00:00:00,,Passed,False,
EVT-000253,APP-0058,Screening,05/30T08:00:00/2026,2026-06-01T08:00:00,Passed,False,
EVT-000254,APP-0058,Recruiter Screen,2026-06-02T10:00:00,,Passed,False,
EVT-000255,APP-0058,Hiring Manager Review,2026-06-07T15:00:00,2026-06-13T15:00:00,Passed,False,
EVT-000256,APP-0058,Technical Interview,2026-06-15T08:00:00,06/22T08:00:00/2026,Passed,False,
EVT-000257,APP-0058,Final Interview,2026-06-22T12:00:00,2026-06-25T12:00:00,Passed,False,
EVT-000258,APP-0058,Offer,2026-06-25T22:00:00,07/01T22:00:00/2026,Passed,False,
EVT-000259,APP-0058,Offer Accepted,2026-07-02T18:00:00,2026-07-04T18:00:00,Passed,False,
EVT-000260,APP-0059,applied,2026-05-24T00:00:00,2026-05-29T00:00:00,Passed,False,
EVT-000261,APP-0059,Screening,2026-05-30T15:00:00,2026-06-05T15:00:00,Passed,False,
EVT-000262,APP-0059,Recruiter Screen,06/07T07:00:00/2026,2026-06-10T07:00:00,Passed,False,
EVT-000263,APP-0059,Hiring Manager Review,2026-06-11T17:00:00,2026-06-15T17:00:00,Passed,False,
EVT-000264,APP-0060,Applied,2026-06-04T00:00:00,06/09T00:00:00/2026,Passed,False,
EVT-000265,APP-0060,screening,2026-06-09T20:00:00,,Passed,False,
EVT-000266,APP-0060, Recruiter Screen ,2026-06-17T12:00:00,2026-06-19T12:00:00,Passed,False,
EVT-000267,APP-0060,Hiring Manager Review,06/21T04:00:00/2026,2026-06-28T04:00:00,Passed,False,
EVT-000268,APP-0060,Tech Interview,2026-06-28T11:00:00,,Passed,False,
EVT-000269,APP-0060,Final Interview,07/03T04:00:00/2026,2026-07-04T04:00:00,Passed,False,
EVT-000270,APP-0061,Applied,2026-08-03T00:00:00,2026-08-09T00:00:00,Passed,False,
