stage_event_id,application_id,stage_name,entered_at,exited_at,stage_outcome,dropoff_flag,dropoff_reason
review-clean4-messy-EVT-0000018,review-clean4-messy-APP-000004,Hiring Manager Review,2026-06-04T23:00:00,,Passed,False,
review-clean4-messy-EVT-0000019,review-clean4-messy-APP-000005, Applied ,2026-06-05T00:00:00,06/09T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000020,review-clean4-messy-APP-000005,Screening,2026-06-10T06:00:00,06/16T06:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000021,review-clean4-messy-APP-000005,Recruiter Screen,06/18T06:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0000022,review-clean4-messy-APP-000005,Hiring Manager Review,2026-06-22T22:00:00,2026-06-26T22:00:00,Passed,False,
review-clean4-messy-EVT-0000023,review-clean4-messy-APP-000006,Applied,07/09T00:00:00/2026,2026-07-13T00:00:00,Passed,False,
review-clean4-messy-EVT-0000024,review-clean4-messy-APP-000006,Screening,2026-07-14T04:00:00,2026-07-18T04:00:00,Passed,False,
review-clean4-messy-EVT-0000025,review-clean4-messy-APP-000006, Recruiter Screen ,2026-07-19T21:00:00,07/22T21:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000026,review-clean4-messy-APP-000006,Hiring Manager Review,2026-07-23T02:00:00,2026-07-25T02:00:00,Passed,False,
review-clean4-messy-EVT-0000027,review-clean4-messy-APP-000006,Technical Interview,2026-07-25T16:00:00,,Passed,False,
review-clean4-messy-EVT-0000028,review-clean4-messy-APP-000006,Final Interview,07/29T06:00:00/2026,2026-08-01T06:00:00,Withdrew,True,Withdrew
review-clean4-messy-EVT-0000029,review-clean4-messy-APP-000007, Applied ,2026-06-06T00:00:00,06/13T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000030,review-clean4-messy-APP-000007,Screening,06/14T04:00:00/2026,2026-06-16T04:00:00,Withdrew,True,Salary
review-clean4-messy-EVT-0000031,review-clean4-messy-APP-000008,Applied,2026-06-19T00:00:00,2026-06-25T00:00:00,Passed,False,
review-clean4-messy-EVT-0000032,review-clean4-messy-APP-000008,Screening,2026-06-25T22:00:00,07/01T22:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000033,review-clean4-messy-APP-000008,Recruiter Screen,2026-07-02T10:00:00,2026-07-04T10:00:00,Passed,False,
review-clean4-messy-EVT-0000034,review-clean4-messy-APP-000008,Hiring Manager Review,2026-07-06T02:00:00,2026-07-11T02:00:00,Passed,False,
review-clean4-messy-EVT-0000035,review-clean4-messy-APP-000008,Technical Interview,2026-07-13T02:00:00,07/16T02:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000036,review-clean4-messy-APP-000009,Applied,2026-08-15T00:00:00,2026-08-20T00:00:00,Passed,False,
review-clean4-messy-EVT-0000037,review-clean4-messy-APP-000009,Screening,2026-08-21T11:00:00,2026-08-24T11:00:00,Passed,False,
review-clean4-messy-EVT-0000038,review-clean4-messy-APP-000009, Recruiter Screen ,2026-08-24T20:00:00,,Passed,False,
review-clean4-messy-EVT-0000039,review-clean4-messy-APP-000009,hiring manager review,2026-08-29T10:00:00,2026-08-31T10:00:00,Passed,False,
review-clean4-messy-EVT-0000040,review-clean4-messy-APP-000009,technical interview,2026-08-31T19:00:00,2026-09-07T19:00:00,Passed,False,
review-clean4-messy-EVT-0000041,review-clean4-messy-APP-000009,Final Interview,09/09T14:00:00/2026,09/11T14:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000042,review-clean4-messy-APP-000009,Offer,09/12T00:00:00/2026,2026-09-16T00:00:00,Passed,False,
review-clean4-messy-EVT-0000043,review-clean4-messy-APP-000009,Offer Accepted,2026-09-17T00:00:00,2026-09-20T00:00:00,Failed,True,Salary
review-clean4-messy-EVT-0000044,review-clean4-messy-APP-000010,Applied,07/17T00:00:00/2026,2026-07-24T00:00:00,Passed,False,
review-clean4-messy-EVT-0000045,review-clean4-messy-APP-000010,Screening,2026-07-24T14:00:00,2026-07-26T14:00:00,Passed,False,
review-clean4-messy-EVT-0000046,review-clean4-messy-APP-000010,Recruiter Screen,07/27T21:00:00/2026,08/02T21:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000047,review-clean4-messy-APP-000010,Hiring Manager Review,2026-08-03T05:00:00,2026-08-05T05:00:00,Passed,False,
review-clean4-messy-EVT-0000048,review-clean4-messy-APP-000011,Applied,2026-07-27T00:00:00,2026-08-03T00:00:00,Passed,False,
review-clean4-messy-EVT-0000049,review-clean4-messy-APP-000011, Screening ,08/04T03:00:00/2026,2026-08-09T03:00:00,Passed,False,
review-clean4-messy-EVT-0000050,review-clean4-messy-APP-000011,Recruiter Screen,2026-08-09T07:00:00,2026-08-14T07:00:00,Passed,False,
review-clean4-messy-EVT-0000051,review-clean4-messy-APP-000011,Hiring Manager Review,2026-08-15T15:00:00,2026-08-18T15:00:00,Withdrew,True,Salary
review-clean4-messy-EVT-0000052,review-clean4-messy-APP-000012,Applied,2026-07-10T00:00:00,2026-07-17T00:00:00,Passed,False,
review-clean4-messy-EVT-0000053,review-clean4-messy-APP-000012,Screening,2026-07-17T22:00:00,2026-07-21T22:00:00,Passed,False,
review-clean4-messy-EVT-0000054,review-clean4-messy-APP-000012,Recruiter Screen,2026-07-23T22:00:00,2026-07-25T22:00:00,Withdrew,True,Withdrew
review-clean4-messy-EVT-0000055,review-clean4-messy-APP-000013,Applied,2026-06-09T00:00:00,2026-06-14T00:00:00,Passed,False,
review-clean4-messy-EVT-0000056,review-clean4-messy-APP-000013, Screening ,2026-06-14T05:00:00,,Passed,False,
review-clean4-messy-EVT-0000057,review-clean4-messy-APP-000013,Recruiter Screen,06/16T20:00:00/2026,2026-06-18T20:00:00,Passed,False,
review-clean4-messy-EVT-0000058,review-clean4-messy-APP-000013,Hiring Manager Review,2026-06-19T20:00:00,06/22T20:00:00/2026,Withdrew,True,No Response
review-clean4-messy-EVT-0000059,review-clean4-messy-APP-000014,Applied,2026-07-15T00:00:00,07/18T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000060,review-clean4-messy-APP-000014,Screening,2026-07-18T08:00:00,2026-07-25T08:00:00,Passed,False,
review-clean4-messy-EVT-0000061,review-clean4-messy-APP-000014,recruiter screen,07/25T11:00:00/2026,2026-07-28T11:00:00,Passed,False,
review-clean4-messy-EVT-0000062,review-clean4-messy-APP-000014,Hiring Manager Review,2026-07-29T07:00:00,2026-08-01T07:00:00,Passed,False,
review-clean4-messy-EVT-0000063,review-clean4-messy-APP-000014,Technical Interview,2026-08-02T08:00:00,,Passed,False,
review-clean4-messy-EVT-0000064,review-clean4-messy-APP-000014, Final Interview ,08/07T05:00:00/2026,,Failed,True,Salary
review-clean4-messy-EVT-0000065,review-clean4-messy-APP-000015,applied,2026-08-01T00:00:00,2026-08-06T00:00:00,Passed,False,
review-clean4-messy-EVT-0000066,review-clean4-messy-APP-000015,Screening,2026-08-07T10:00:00,2026-08-11T10:00:00,Passed,False,
review-clean4-messy-EVT-0000067,review-clean4-messy-APP-000015, Recruiter Screen ,2026-08-12T10:00:00,,Passed,False,
review-clean4-messy-EVT-0000068,review-clean4-messy-APP-000015,Hiring Manager Review,08/19T00:00:00/2026,2026-08-26T00:00:00,Passed,False,
review-clean4-messy-EVT-0000069,review-clean4-messy-APP-000015,technical interview,08/26T07:00:00/2026,2026-08-28T07:00:00,Passed,False,
review-clean4-messy-EVT-0000070,review-clean4-messy-APP-000015,Final Interview,2026-08-29T20:00:00,2026-08-31T20:00:00,Passed,False,
review-clean4-messy-EVT-0000071,review-clean4-messy-APP-000015,Offer,2026-09-01T09:00:00,2026-09-04T09:00:00,Withdrew,True,Withdrew
review-clean4-messy-EVT-0000072,review-clean4-messy-APP-000016,Applied,2026-06-03T00:00:00,,Passed,False,
review-clean4-messy-EVT-0000073,review-clean4-messy-APP-000016,Screening,2026-06-07T01:00:00,,Passed,False,
review-clean4-messy-EVT-0000074,review-clean4-messy-APP-000016, Recruiter Screen ,2026-06-11T21:00:00,2026-06-14T21:00:00,Passed,False,
review-clean4-messy-EVT-0000075,review-clean4-messy-APP-000016,Hiring Manager Review,2026-06-16T18:00:00,2026-06-21T18:00:00,Passed,False,
review-clean4-messy-EVT-0000076,review-clean4-messy-APP-000016,Technical Interview,2026-06-22T17:00:00,,Passed,False,
review-clean4-messy-EVT-0000077,review-clean4-messy-APP-000017,Applied,2026-06-02T00:00:00,2026-06-08T00:00:00,Passed,False,
review-clean4-messy-EVT-0000078,review-clean4-messy-APP-000017,Screening,2026-06-08T10:00:00,2026-06-13T10:00:00,Passed,False,
review-clean4-messy-EVT-0000079,review-clean4-messy-APP-000017,Recruiter Screen,2026-06-14T06:00:00,2026-06-17T06:00:00,Passed,False,
review-clean4-messy-EVT-0000080,review-clean4-messy-APP-000017,Hiring Manager Review,06/17T14:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0000081,review-clean4-messy-APP-000017,Technical Interview,06/24T15:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0000082,review-clean4-messy-APP-000018,Applied,07/24T00:00:00/2026,2026-07-30T00:00:00,Passed,False,
review-clean4-messy-EVT-0000083,review-clean4-messy-APP-000018,Screening,2026-07-31T12:00:00,2026-08-02T12:00:00,Passed,False,
review-clean4-messy-EVT-0000084,review-clean4-messy-APP-000018,Recruiter Screen,2026-08-03T20:00:00,2026-08-06T20:00:00,Passed,False,
review-clean4-messy-EVT-0000085,review-clean4-messy-APP-000018,Hiring Manager Review,2026-08-08T00:00:00,,Passed,False,
review-clean4-messy-EVT-0000086,review-clean4-messy-APP-000018,Technical Interview,2026-08-15T00:00:00,2026-08-22T00:00:00,Passed,False,
review-clean4-messy-EVT-0000087,review-clean4-messy-APP-000018,Final Interview,2026-08-23T17:00:00,2026-08-27T17:00:00,Passed,False,
review-clean4-messy-EVT-0000088,review-clean4-messy-APP-000019,Applied,2026-06-22T00:00:00,2026-06-28T00:00:00,Passed,False,
review-clean4-messy-EVT-0000089,review-clean4-messy-APP-000019,Screening,2026-06-28T21:00:00,2026-07-04T21:00:00,Passed,False,
review-clean4-messy-EVT-0000090,review-clean4-messy-APP-000019,Recruiter Screen,07/06T19:00:00/2026,2026-07-09T19:00:00,Failed,True,Tech Mismatch
review-clean4-messy-EVT-0000091,review-clean4-messy-APP-000020,Applied,08/05T00:00:00/2026,2026-08-12T00:00:00,Passed,False,
review-clean4-messy-EVT-0000092,review-clean4-messy-APP-000020,Screening,2026-08-13T17:00:00,2026-08-17T17:00:00,Passed,False,
review-clean4-messy-EVT-0000093,review-clean4-messy-APP-000020,Recruiter Screen,2026-08-18T08:00:00,,Passed,False,
review-clean4-messy-EVT-0000094,review-clean4-messy-APP-000020,Hiring Manager Review,2026-08-27T03:00:00,2026-09-03T03:00:00,Passed,False,
review-clean4-messy-EVT-0000095,review-clean4-messy-APP-000020,Tech Interview,09/03T19:00:00/2026,09/07T19:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000096,review-clean4-messy-APP-000020,Final Interview,09/08T22:00:00/2026,2026-09-13T22:00:00,Passed,False,
review-clean4-messy-EVT-0000097,review-clean4-messy-APP-000021,Applied,2026-05-26T00:00:00,2026-05-29T00:00:00,Passed,False,
review-clean4-messy-EVT-0000098,review-clean4-messy-APP-000021, Screening ,2026-05-29T05:00:00,05/31T05:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000099,review-clean4-messy-APP-000021,Recruiter Screen,2026-05-31T13:00:00,2026-06-06T13:00:00,Passed,False,
review-clean4-messy-EVT-0000100,review-clean4-messy-APP-000021,Hiring Manager Review,2026-06-07T20:00:00,2026-06-09T20:00:00,Passed,False,
review-clean4-messy-EVT-0000101,review-clean4-messy-APP-000021,Technical Interview,2026-06-11T16:00:00,2026-06-13T16:00:00,Passed,False,
review-clean4-messy-EVT-0000102,review-clean4-messy-APP-000021,Final Interview,06/13T17:00:00/2026,2026-06-15T17:00:00,Passed,False,
review-clean4-messy-EVT-0000103,review-clean4-messy-APP-000022,Applied,2026-05-29T00:00:00,05/31T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000104,review-clean4-messy-APP-000022,Screening,05/31T23:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0000105,review-clean4-messy-APP-000023,Applied,2026-06-20T00:00:00,2026-06-23T00:00:00,Passed,False,
review-clean4-messy-EVT-0000106,review-clean4-messy-APP-000023,Screening,06/24T13:00:00/2026,2026-07-01T13:00:00,Passed,False,
review-clean4-messy-EVT-0000107,review-clean4-messy-APP-000023,Recruiter Screen,2026-07-02T12:00:00,2026-07-07T12:00:00,Passed,False,
review-clean4-messy-EVT-0000108,review-clean4-messy-APP-000023,Hiring Manager Review,2026-07-07T16:00:00,07/10T16:00:00/2026,Failed,True,Tech Mismatch
review-clean4-messy-EVT-0000109,review-clean4-messy-APP-000024,Applied,2026-08-05T00:00:00,2026-08-07T00:00:00,Passed,False,
review-clean4-messy-EVT-0000110,review-clean4-messy-APP-000024,Screening,2026-08-08T05:00:00,2026-08-10T05:00:00,Passed,False,
review-clean4-messy-EVT-0000111,review-clean4-messy-APP-000024,Recruiter Screen,2026-08-10T06:00:00,2026-08-12T06:00:00,Passed,False,
review-clean4-messy-EVT-0000112,review-clean4-messy-APP-000024,Hiring Manager Review,2026-08-13T01:00:00,08/16T01:00:00/2026,Failed,True,Salary
review-clean4-messy-EVT-0000113,review-clean4-messy-APP-000025,Applied,08/03T00:00:00/2026,2026-08-07T00:00:00,Passed,False,
review-clean4-messy-EVT-0000114,review-clean4-messy-APP-000025,Screening,2026-08-08T13:00:00,2026-08-14T13:00:00,Passed,False,
review-clean4-messy-EVT-0000115,review-clean4-messy-APP-000025,Recruiter Screen,2026-08-16T12:00:00,2026-08-18T12:00:00,Passed,False,
review-clean4-messy-EVT-0000116,review-clean4-messy-APP-000025,Hiring Manager Review,2026-08-18T20:00:00,2026-08-23T20:00:00,Passed,False,
review-clean4-messy-EVT-0000117,review-clean4-messy-APP-000025,Technical Interview,08/24T09:00:00/2026,2026-08-30T09:00:00,Passed,False,
review-clean4-messy-EVT-0000118,review-clean4-messy-APP-000025,Final Interview,08/30T12:00:00/2026,,Failed,True,Withdrew
review-clean4-messy-EVT-0000119,review-clean4-messy-APP-000026,Applied,2026-06-03T00:00:00,2026-06-09T00:00:00,Passed,False,
review-clean4-messy-EVT-0000120,review-clean4-messy-APP-000026,Screening,06/10T10:00:00/2026,2026-06-17T10:00:00,Passed,False,
review-clean4-messy-EVT-0000121,review-clean4-messy-APP-000026,Recruiter Screen,2026-06-19T09:00:00,2026-06-25T09:00:00,Passed,False,
review-clean4-messy-EVT-0000122,review-clean4-messy-APP-000026,Hiring Manager Review,2026-06-26T09:00:00,2026-07-01T09:00:00,Passed,False,
review-clean4-messy-EVT-0000123,review-clean4-messy-APP-000026,Technical Interview,2026-07-03T07:00:00,2026-07-04T07:00:00,Passed,False,
review-clean4-messy-EVT-0000124,review-clean4-messy-APP-000027,Applied,2026-08-06T00:00:00,2026-08-09T00:00:00,Passed,False,
review-clean4-messy-EVT-0000125,review-clean4-messy-APP-000027,Screening,2026-08-09T08:00:00,,Passed,False,
review-clean4-messy-EVT-0000126,review-clean4-messy-APP-000027,Recruiter Screen,2026-08-14T10:00:00,,Passed,False,
review-clean4-messy-EVT-0000127,review-clean4-messy-APP-000027,Hiring Manager Review,2026-08-18T09:00:00,2026-08-21T09:00:00,Passed,False,
review-clean4-messy-EVT-0000128,review-clean4-messy-APP-000028,Applied,06/23T00:00:00/2026,,Withdrew,True,Salary
review-clean4-messy-EVT-0000129,review-clean4-messy-APP-000029, Applied ,07/04T00:00:00/2026,2026-07-06T00:00:00,Passed,False,
review-clean4-messy-EVT-0000130,review-clean4-messy-APP-000029,Screening,2026-07-07T21:00:00,2026-07-14T21:00:00,Passed,False,
review-clean4-messy-EVT-0000131,review-clean4-messy-APP-000029,Recruiter Screen,2026-07-16T17:00:00,2026-07-20T17:00:00,Passed,False,
review-clean4-messy-EVT-0000132,review-clean4-messy-APP-000029,Hiring Manager Review,2026-07-21T03:00:00,,Withdrew,True,Tech Mismatch
review-clean4-messy-EVT-0000133,review-clean4-messy-APP-000030, Applied ,06/28T00:00:00/2026,07/03T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000134,review-clean4-messy-APP-000030,Screening,07/04T15:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0000135,review-clean4-messy-APP-000030,Recruiter Screen,07/10T08:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0000136,review-clean4-messy-APP-000030,Hiring Manager Review,07/18T05:00:00/2026,07/23T05:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000137,review-clean4-messy-APP-000030,technical interview,2026-07-24T01:00:00,,Passed,False,
review-clean4-messy-EVT-0000138,review-clean4-messy-APP-000030,Final Interview,2026-07-30T12:00:00,08/04T12:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000139,review-clean4-messy-APP-000030,Offer,2026-08-05T13:00:00,08/10T13:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000140,review-clean4-messy-APP-000030,offer accepted,2026-08-11T15:00:00,08/14T15:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000141,review-clean4-messy-APP-000031,Applied,2026-06-06T00:00:00,06/08T00:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000142,review-clean4-messy-APP-000031,Screening,2026-06-08T18:00:00,,Passed,False,
review-clean4-messy-EVT-0000143,review-clean4-messy-APP-000031,Recruiter Screen,2026-06-13T16:00:00,2026-06-19T16:00:00,Passed,False,
review-clean4-messy-EVT-0000144,review-clean4-messy-APP-000031,Hiring Manager Review,2026-06-20T12:00:00,2026-06-21T12:00:00,Passed,False,
review-clean4-messy-EVT-0000145,review-clean4-messy-APP-000032,applied,07/04T00:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0000146,review-clean4-messy-APP-000032,Screening,2026-07-06T14:00:00,07/11T14:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000147,review-clean4-messy-APP-000032,Recruiter Screen,2026-07-12T07:00:00,07/15T07:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000148,review-clean4-messy-APP-000032,Hiring Manager Review,2026-07-16T12:00:00,2026-07-22T12:00:00,Passed,False,
review-clean4-messy-EVT-0000149,review-clean4-messy-APP-000032,Technical Interview,07/23T06:00:00/2026,2026-07-28T06:00:00,Passed,False,
review-clean4-messy-EVT-0000150,review-clean4-messy-APP-000032,Final Interview,2026-07-30T05:00:00,2026-08-03T05:00:00,Passed,False,
review-clean4-messy-EVT-0000151,review-clean4-messy-APP-000033,Applied,2026-05-21T00:00:00,2026-05-24T00:00:00,Passed,False,
review-clean4-messy-EVT-0000152,review-clean4-messy-APP-000033,Screening,2026-05-24T13:00:00,05/27T13:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000153,review-clean4-messy-APP-000033,Recruiter Screen,2026-05-27T23:00:00,2026-05-31T23:00:00,Passed,False,
review-clean4-messy-EVT-0000154,review-clean4-messy-APP-000033,Hiring Manager Review,06/02T22:00:00/2026,06/05T22:00:00/2026,Withdrew,True,Salary
review-clean4-messy-EVT-0000155,review-clean4-messy-APP-000034,Applied,2026-07-23T00:00:00,2026-07-26T00:00:00,Passed,False,
review-clean4-messy-EVT-0000156,review-clean4-messy-APP-000034,screening,2026-07-27T18:00:00,08/03T18:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000157,review-clean4-messy-APP-000034,Recruiter Screen,2026-08-04T04:00:00,2026-08-07T04:00:00,Passed,False,
review-clean4-messy-EVT-0000158,review-clean4-messy-APP-000034,Hiring Manager Review,2026-08-09T03:00:00,08/12T03:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000159,review-clean4-messy-APP-000035,applied,2026-06-04T00:00:00,2026-06-08T00:00:00,Passed,False,
review-clean4-messy-EVT-0000160,review-clean4-messy-APP-000035,Screening,2026-06-08T08:00:00,,Failed,True,Withdrew
review-clean4-messy-EVT-0000161,review-clean4-messy-APP-000036,Applied,06/09T00:00:00/2026,2026-06-14T00:00:00,Passed,False,
review-clean4-messy-EVT-0000162,review-clean4-messy-APP-000036,Screening,2026-06-15T04:00:00,2026-06-17T04:00:00,Passed,False,
review-clean4-messy-EVT-0000163,review-clean4-messy-APP-000036,Recruiter Screen,06/17T07:00:00/2026,2026-06-24T07:00:00,Passed,False,
review-clean4-messy-EVT-0000164,review-clean4-messy-APP-000036,Hiring Manager Review,06/26T01:00:00/2026,2026-06-27T01:00:00,Passed,False,
review-clean4-messy-EVT-0000165,review-clean4-messy-APP-000037,Applied,2026-08-14T00:00:00,,Passed,False,
review-clean4-messy-EVT-0000166,review-clean4-messy-APP-000037,Screening,2026-08-17T10:00:00,2026-08-22T10:00:00,Passed,False,
review-clean4-messy-EVT-0000167,review-clean4-messy-APP-000037,Recruiter Screen,2026-08-22T21:00:00,,Passed,False,
review-clean4-messy-EVT-0000168,review-clean4-messy-APP-000037,Hiring Manager Review,2026-08-31T20:00:00,2026-09-05T20:00:00,Passed,False,
review-clean4-messy-EVT-0000169,review-clean4-messy-APP-000038,Applied,2026-06-06T00:00:00,2026-06-13T00:00:00,Passed,False,
review-clean4-messy-EVT-0000170,review-clean4-messy-APP-000038,Screening,06/13T14:00:00/2026,2026-06-17T14:00:00,Passed,False,
review-clean4-messy-EVT-0000171,review-clean4-messy-APP-000038,Recruiter Screen,2026-06-18T23:00:00,2026-06-25T23:00:00,Passed,False,
review-clean4-messy-EVT-0000172,review-clean4-messy-APP-000038,Hiring Manager Review,06/27T12:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0000173,review-clean4-messy-APP-000038,Technical Interview,06/30T07:00:00/2026,2026-07-04T07:00:00,Passed,False,
review-clean4-messy-EVT-0000174,review-clean4-messy-APP-000039,Applied,2026-06-19T00:00:00,2026-06-24T00:00:00,Passed,False,
review-clean4-messy-EVT-0000175,review-clean4-messy-APP-000039,Screening,2026-06-24T15:00:00,2026-06-26T15:00:00,Passed,False,
review-clean4-messy-EVT-0000176,review-clean4-messy-APP-000039,Recruiter Screen,2026-06-27T12:00:00,07/04T12:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000177,review-clean4-messy-APP-000039,Hiring Manager Review,2026-07-05T11:00:00,2026-07-12T11:00:00,Passed,False,
review-clean4-messy-EVT-0000178,review-clean4-messy-APP-000039, Technical Interview ,07/13T10:00:00/2026,2026-07-14T10:00:00,Failed,True,Tech Mismatch
review-clean4-messy-EVT-0000179,review-clean4-messy-APP-000040,Applied,2026-06-19T00:00:00,2026-06-24T00:00:00,Passed,False,
review-clean4-messy-EVT-0000180,review-clean4-messy-APP-000040,Screening,06/24T22:00:00/2026,06/29T22:00:00/2026,Passed,False,
review-clean4-messy-EVT-0000181,review-clean4-messy-APP-000040,Recruiter Screen,2026-06-30T20:00:00,2026-07-02T20:00:00,Passed,False,
review-clean4-messy-EVT-0000182,review-clean4-messy-APP-000040,Hiring Manager Review,2026-07-04T17:00:00,2026-07-09T17:00:00,Passed,False,
review-clean4-messy-EVT-0000183,review-clean4-messy-APP-000041,Applied,2026-05-28T00:00:00,2026-06-03T00:00:00,Passed,False,
review-clean4-messy-EVT-0000184,review-clean4-messy-APP-000041, Screening ,2026-06-03T09:00:00,2026-06-06T09:00:00,Passed,False,
review-clean4-messy-EVT-0000185,review-clean4-messy-APP-000041,Recruiter Screen,2026-06-07T17:00:00,2026-06-09T17:00:00,Passed,False,
review-clean4-messy-EVT-0000186,review-clean4-messy-APP-000041,Hiring Manager Review,2026-06-11T12:00:00,2026-06-18T12:00:00,Passed,False,
review-clean4-messy-EVT-0000187,review-clean4-messy-APP-000041,technical interview,2026-06-19T23:00:00,2026-06-22T23:00:00,Passed,False,
review-clean4-messy-EVT-0000188,review-clean4-messy-APP-000042,applied,06/07T00:00:00/2026,,Passed,False,
review-clean4-messy-EVT-0000189,review-clean4-messy-APP-000042,Screening,2026-06-14T21:00:00,,Passed,False,
review-clean4-messy-EVT-0000190,review-clean4-messy-APP-000042,Recruiter Screen,2026-06-17T04:00:00,2026-06-24T04:00:00,Passed,False,
review-clean4-messy-EVT-0000191,review-clean4-messy-APP-000042,Hiring Manager Review,2026-06-24T17:00:00,2026-06-25T17:00:00,Failed,True,Salary
review-clean4-messy-EVT-0000192,review-clean4-messy-APP-000043,Applied,2026-06-12T00:00:00,2026-06-19T00:00:00,Passed,False,
review-clean4-messy-EVT-0000193,review-clean4-messy-APP-000043,Screening,2026-06-19T20:00:00,2026-06-21T20:00:00,Passed,False,
review-clean4-messy-EVT-0000194,review-clean4-messy-APP-000043,Recruiter Screen,2026-06-23T08:00:00,2026-06-24T08:00:00,Withdrew,True,Salary
review-clean4-messy-EVT-0000195,review-clean4-messy-APP-000044,Applied,2026-08-12T00:00:00,2026-08-19T00:00:00,Passed,False,
review-clean4-messy-EVT-0000196,review-clean4-messy-APP-000044,Screening,2026-08-19T18:00:00,2026-08-23T18:00:00,Passed,False,
review-clean4-messy-EVT-0000197,review-clean4-messy-APP-000044, Recruiter Screen ,08/25T00:00:00/2026,2026-08-27T00:00:00,Passed,False,
review-clean4-messy-EVT-0000198,review-clean4-messy-APP-000044,Hiring Manager Review,2026-08-27T05:00:00,2026-09-01T05:00:00,Passed,False,
